"Nominal Thickness (inches)","Height/Length","# of Tubes","Tube OD","C2C","Inspection Asset Component Name","Inspection Service","Robot","Inspection: Start Date","Inspection: End Date","Asset: Asset Name","Asset Component Name"
"0.1870","20.0000","341","2.0000","3.0000","Roof - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Roof"
"0.2390","74.0000","126","2.5000","3.5000","Wing Walls - RUG","RUG","TOKA 4","11/9/2022","11/11/2022","CFB Boiler NO2","Wing Walls"
"0.2170","55.0000","110","2.5000","3.4650","FILLER - RUG","RUG","TOKA 4","","","CFB by SFW (150Mw heating / ~50MW electrical))","Front Waterwall"
"0.2170","55.0000","74","2.5000","3.4650","FILLER - RUG","RUG","TOKA 4","","","CFB by SFW (150Mw heating / ~50MW electrical))","Left Waterwall"
"0.2170","55.0000","110","2.5000","3.4650","FILLER - RUG","RUG","TOKA 4","","","CFB by SFW (150Mw heating / ~50MW electrical))","Rear Waterwall"
"0.2170","55.0000","74","2.5000","3.4650","FILLER - RUG","RUG","TOKA 4","","","CFB by SFW (150Mw heating / ~50MW electrical))","Right Waterwall"
"0.3386","82.0000","97","2.5000","3.4646","FILLER - RUG","RUG","TOKA 4","","","CFBC biomass boiler","Front wall"
"0.3386","82.0000","97","2.5000","3.4646","Front wall - RUG","RUG","TOKA 4","10/13/2022","10/14/2022","CFBC biomass boiler","Front wall"
"0.3386","82.0000","97","2.5000","3.4646","Front wall - RUG","RUG","TOKA 4","10/13/2022","10/14/2022","CFBC biomass boiler","Front wall"
"0.3386","82.0000","48","2.5000","3.4646","FILLER - RUG","RUG","TOKA 4","","","CFBC biomass boiler","Left wall"
"0.3386","82.0000","48","2.5000","3.4646","Left wall - RUG","RUG","TOKA 4","10/13/2022","10/14/2022","CFBC biomass boiler","Left wall"
"0.3386","82.0000","97","2.5000","3.4646","FILLER - RUG","RUG","TOKA 4","","","CFBC biomass boiler","Rear wall"
"0.3386","82.0000","48","2.5000","3.4646","FILLER - RUG","RUG","TOKA 4","","","CFBC biomass boiler","Right wall"
"0.3386","82.0000","48","2.5000","3.4646","Right wall - RUG","RUG","TOKA 4","10/13/2022","10/14/2022","CFBC biomass boiler","Right wall"
"0.2600","95.0000","188","2.5000","3.5000","Front Wall - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Front Wall"
"0.2600","95.0000","90","2.5000","3.5000","Left Side Wall - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Left Side Wall"
"0.2600","95.0000","188","2.5000","3.5000","Rear Wall - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Rear Wall"
"0.2600","95.0000","90","2.5000","3.5000","Right Side Wall - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Right Side Wall"
"0.2600","25.0000","188","2.5000","3.5000","Roof - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Roof"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #1 North - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #1 North"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #1 South - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #1 South"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #2 North - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #2 North"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #2 South - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #2 South"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #3 North - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #3 North"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #3 South - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #3 South"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #4 North - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #4 North"
"0.2600","56.0000","15","2.5000","3.5000","Wingwall #4 South - RUG","RUG","TOKA 4","10/15/2022","10/16/2022","CFB Unit #1","Wingwall #4 South"
"0.2000","90.0000","174","2.5000","3.5000","Front Waterwall 174 tubes x 27m - RUG","RUG","TOKA 4","11/21/2022","11/24/2022","Cilegon ST 01 - CFB boiler","Front Waterwall 174 tubes x 27m"
"0.2000","90.0000","86","2.5000","3.5000","Left Waterwall 86 tubes x 27m - RUG","RUG","TOKA 4","11/21/2022","11/24/2022","Cilegon ST 01 - CFB boiler","Left Waterwall 86 tubes x 27m"
"0.2000","90.0000","174","2.5000","3.5000","Rear Waterwall 174 tubes x 27m - RUG","RUG","TOKA 4","11/21/2022","11/24/2022","Cilegon ST 01 - CFB boiler","Rear Waterwall 174 tubes x 27m"
"0.2000","90.0000","86","2.5000","3.5000","Right Waterwall 86 tubes x 27m - RUG","RUG","TOKA 4","11/21/2022","11/24/2022","Cilegon ST 01 - CFB boiler","Right Waterwall 86 tubes x 27m"
"0.2000","13.0000","174","2.5000","3.5000","Roof tubes 174tubes x 4m - RUG","RUG","TOKA 4","11/21/2022","11/24/2022","Cilegon ST 01 - CFB boiler","Roof tubes 174tubes x 4m"
"0.2500","20.0000","40","2.5000","3.0000","Demo Panel - RUG","RUG","TOKA 4","10/31/2022","10/31/2022","Coal Boiler","Demo Panel"
"0.2500","20.0000","40","2.5000","3.0000","Demo Panel - RUG","RUG","TOKA 4","12/2/2022","12/2/2022","Coal Boiler","Demo Panel"
"0.2500","26.0000","101","3.0000","4.0000","2nd Pass Front wall - RUG","RUG","TOKA 4","1/18/2023","1/19/2023","Covanta Montgomery - Unit #1 Boiler","2nd Pass Front wall"
"0.2500","26.0000","101","3.0000","4.0000","2nd Pass Front wall - RUG","RUG","TOKA 4","1/18/2023","1/19/2023","Covanta Montgomery - Unit #1 Boiler","2nd Pass Front wall"
"0.2500","26.0000","101","3.0000","4.0000","2nd Pass Front wall - RUG","RUG","TOKA 4","3/15/2023","3/16/2023","Covanta Montgomery - Unit #1 Boiler","2nd Pass Front wall"
"0.2500","26.0000","101","3.0000","4.0000","2nd Pass Front wall - RUG","RUG","TOKA 4","3/15/2023","3/16/2023","Covanta Montgomery - Unit #1 Boiler","2nd Pass Front wall"
"0.2500","36.0000","32","3.0000","4.0000","2nd pass left wall - RUG","RUG","TOKA 4","1/18/2023","1/19/2023","Covanta Montgomery - Unit #1 Boiler","2nd pass left wall"
"0.2500","36.0000","32","3.0000","4.0000","2nd pass left wall - RUG","RUG","TOKA 4","3/15/2023","3/16/2023","Covanta Montgomery - Unit #1 Boiler","2nd pass left wall"
"0.2500","35.0000","101","3.0000","4.0000","2nd pass Rear wall - RUG","RUG","TOKA 4","1/18/2023","1/19/2023","Covanta Montgomery - Unit #1 Boiler","2nd pass Rear wall"
